Name,Description,Age,Rating_out_of_5,No_of_Ratings,Price,Link
"What You Do Matters Boxed Set — Featuring all three New York Times best sellers (What Do You Do With an Idea?, What Do You Do With a Problem?, and What Do You Do With a Chance?)","
""Discover the amazing things that happen when you nurture your bright ideas, face your problems, and take bold chances. This collection features all three books in the award-winning, New York Times best-selling What Do You Do With...? book series. The beautiful keepsake box features new and original illustrations from Mae Besom with gold foil and imagery from all three books.  This keepsake boxed set includes the three-book series: What Do You Do With an Idea?, What Do You Do With a Problem?, and What Do You Do With a Chance?  This special edition box includes gorgeous, new, and original illustrations by Mae Besom and features foil accents and imagery from all three books""

",Ages: 5 - 8 years,4.9,1.006,$28.99,https://www.amazon.com/What-You-Do-Matters-Problem/dp/1946873144/ref=sr_1_1157?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1157
Belly Button Book (Boynton on Board),"
Featuring a beachful of bare-bellied hippos—including one tiny baby who can only say “Bee Bo”—the Belly Button Book is a quirky addition to the phenomenally successful Boynton on Board series. Every page captivates with Sandra Boynton’s inimitable illustrations and joyful rhyming text:Soon after dark, upon the beach, we sing a hippo song, and if you’re feeling in the mood, we hope you’ll sing along: “Belly Belly Button, you’re oh so fine. Ooo, Belly Button, I’m so happy you’re mine.”  Shiny and sturdy, and featuring a great (navel-shaped, naturally) die-cut cover, the Belly Button Book  provides enduring, giggly, read-aloud fun. Oversized lap edition also available—perfect for more reading aloud!

",Ages: 1 - 4 years,4.8,2.806,$7.13,https://www.amazon.com/Belly-Button-Book-Boynton-Board/dp/0761137998/ref=sr_1_1158?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1158
Rumble! Vroom! Zoom!: Let's Listen to Things That Go!,"
Rumble! Vroom! Zoom! Come take a journey and listen to things that go!  Check out some awesome vehicles on land, underground and in the sky and learn fun facts on every page. Vroom and Zoom around as you look and listen to monster trucks, race cars, and police cars.  Rumble as you listen to the garbage truck, fire truck, and subway car.  This vehicle book will keep your toddler entertained for hours!   RUMBLE! VROOM! ZOOM! 10 vehicle sounds! Bring the scene to life and follow along by pressing the sounds corresponding to each page Vivid illustrations and shaped cutouts of things that go to turn the page Following along and pushing the corresponding buttons teaches supports matching and fine motor skills Toddlers will love exploring and reading this book over and over again!  

",Ages: 2 - 7 years,4.8,1.245,$11.69,https://www.amazon.com/Rumble-Vroom-Zoom-Listen-Things/dp/1680526812/ref=sr_1_1159?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1159
"I Survived the American Revolution, 1776 (I Survived #15)","
British soldiers were everywhere. There was no escape.Nathaniel Fox never imagined he'd find himself in the middle of a blood-soaked battlefield, fighting for his life. He was only eleven years old! He'd barely paid attention to the troubles between America and England. How could he, while being worked to the bone by his cruel uncle, Uriah Storch?But when his uncle's rage forces him to flee the only home he knows, Nate is suddenly propelled toward a thrilling and dangerous journey into the heart of the Revolutionary War. He finds himself in New York City on the brink of what will be the biggest battle yet.

",Ages: 7 - 10 years,4.8,1.802,$3.90,https://www.amazon.com/Survived-American-Revolution-1776-15/dp/0545919738/ref=sr_1_1160?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1160
Little Monkey Calms Down (Hello Genius),"
Little Monkey is having a bad day. After a major melt down, he goes to his room and uses some coping techniques to calm down. He sings a a quiet song, cuddles with his blankie, and learns how take deep breaths. A relatable book for toddlers that teaches self soothing in an effective way. Little Monkey is having a bad day. After a major melt down, he goes to his room and uses some coping techniques to calm down.

",Ages: 2 - 4 years,4.8,1.879,$0.00,https://www.amazon.com/Little-Monkey-Calms-Hello-Genius/dp/1479522864/ref=sr_1_1161?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1161
"Disney Frozen Elsa, Anna, Olaf, and More! - Let It Go Little Music Note Sound Book - PI Kids (Play-A-Song)","
This special book gives every Frozen fan the chance to bring out their inner-Elsa! Press 5 interactive buttons to sing along with an instrumental version of “Let It Go.” Then, press the 6th button to hear the song sung by Elsa herself! Lyrics to the song are printed right in the book. Little ones will love to let it go and sing it out! Music and singing help build language and literacy skills, and encourage self-expression. This sound book is special because:  Hands on interaction engages young readers Singing and music build language and literacy skills Multisensory reading experiences stimulate the imaginations of young readers Matching pictures to play-a-sound buttons builds concentration Includes iconic Frozen characters: Elsa, Anna, Olaf, Sven, Kristoff, and more! 

",,4.8,2.614,$11.99,https://www.amazon.com/Frozen-Little-Music-Note-Sound/dp/1450893481/ref=sr_1_1162?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1162
How to Babysit a Grandpa,"
Celebrate the special bond between grandpas and grandchildren in this delightful New York Times bestseller that puts the kids in charge! A New York Times bestselling picture book--from the creators of the hilarious HOW TO... series--about a child spending time with his grandpa. Written in a how-to style, the narrator gives important tips for ""babysitting"" a grandpa, including what to eat for snack (anything dipped in ketchup, ice cream topped with cookies, cookies topped with ice cream) what to do on a walk (find lizards and dandelion puffs, be on the lookout for puddles and sprinklers), and how to play with a grandpa (build a pirate cave, put on a scary play). Filled with humor, energy, and warmth, this is a great gift for or from a grandparent, and perfect for lap reading when Grandpa comes to visit!Praise for the HOW TO . . . series: “A silly take on role reversal.” –Kirkus Reviews (How to Babysit a Grandma)“Laugh-out-loud funny. . .” –Kirkus Reviews (How to Raise a Mom)“. . . laugh-out-loud scenes and funny hidden details.” –Kirkus Reviews (How to Babysit a Grandpa)“Touches of humor in each of the digitally rendered illustrations.” –Kirkus Reviews (How to Surprise a Dad)The fun doesn't stop! Check out more HOW TO... picture books:How to babysit a GrandmaHow to Catch a SantaHow to Get Your Teacher ReadyHow to Raise a MomHow to Surprise a Dad

",Ages: 5 - 8 years,4.9,5.743,$10.99,https://www.amazon.com/How-Babysit-Grandpa-relationships/dp/0375867139/ref=sr_1_1163?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1163
My Sight Words Workbook: 101 High-Frequency Words Plus Games & Activities! (My Workbooks),"
Let kids play their way to success with sight words.Give kids the building blocks for reading with My Sight Words Workbook. The activities inside make it fun and accessible for kindergarten and first-grade students to learn the top 101 sight words and increase their reading speed and comprehension.Sight words are common words like “of”, “the”, and “you” that don’t fit standard phonetic patterns and can only be learned through memorization. The exercises in this workbook will have kids say each word, trace each word, write each word, and use it in a sentence―then tackle puzzles and games to reinforce what they’ve learned.The My Sight Words Workbook is:Colorful and illustrated―Pictures, examples, and a little monkey helper make this book friendly and encouraging.Ready to read―This book is ready to use exactly as it is, and the pages can be easily reproduced for a whole classroom.Studded with stars―Kids can color in a star for every word they master and see their progress in real time.Equip new readers to identify common words on sight and boost their reading fluency.

",Ages: 4 - 6 years,4.8,5.465,$7.98,https://www.amazon.com/Sight-Words-Workbook-High-Frequency-Activities/dp/164152586X/ref=sr_1_1164?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1164
"Unicorn Journal and Sketchbook: Journal and Notebook for Girls - Composition Size (7.5""x9.75"") With Lined and Blank Pages, Perfect for Journal, Doodling, Sketching and Notes","
This unicorn themed notebook is all about encouraging girls to express their creativity!Designed with 100+ sheets of both lined and themed sketch pages, this notebook is perfect for sketching, journaling, taking notes or just having fun and getting creative.  This notebook is printed on high quality paper and is perfectly sized at (7.5""x9.75""), so it's easy for kids to carry or to slip in a purse or bag. The Unicorn themed cover has a beautiful matte finish that is both soft and easy to grip. Best for crayons, colored pencils, watercolor paints, and fine tip markers.The cute doodles on every page are designed to inspire creativity and the Doodle Banner at the top of every page is ideal for writing the date, title or subject of any project.Perfect for girls 3-10 who like to write, color, doodle and express themselves creatively.Features & Highlights:• 108 TOTAL PAGES: 54 wide ruled lined and 54 blank pages• PERFECT SIZE: Composition size (7.5""x9.75"") makes it easy for kids to carry or to slip in a bag or purse• SOFT MATTE COVER: Beautiful matte cover is soft and easy to grip• DOODLES ON EVERY PAGE: Unicorn themed doodles on every page to color and inspire creativity• PREMIUM DESIGNThis notebook is perfect for:Daily JournalDrawingDoodlingSketchingTaking NotesBirthday GiftsChristmas GiftsEaster GiftsGift basketsStocking StuffersAnd Much More!If you're looking for an activity for your toddler, preschooler, kindergartner or school-aged child, this notebook will inspire her creativity and imagination while providing hours of entertainment.It's a fun and mess-free way to encourage creativity for girls aged 3, 4, 5, 6, 7, 8, 9, 10 and up.

",Ages: 5 - 7 years,4.8,1.643,$2.49,https://www.amazon.com/Unicorn-Journal-Sketchbook-Composition-Sketching/dp/1099672775/ref=sr_1_1165?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1165
The Vampire Diaries Dots Lines Spirals: The BEST Adult Coloring Book for Halloween,"
A New Kind of Coloring Book for Adult Relaxation with just only One Color! Fun, Easy, and Interesting!With any pen or marker you have in hand in anywhere, you can take the stress out and bring your favourite one come to life. Do not worry about changing colors, finding the right shape, just simple enjoy coloring. Let's color while watching TV, listening to music or a podcast, and spending time with family.This book contains:Consists of Dots, Lines and Spiroglyphics typesPerfect size 8.5 x 11 inches.High quality paperRelax with just ONE COLOR!Very unique and exciting, as well as relaxing!

",,4.6,185,$6.99,https://www.amazon.com/Vampire-Diaries-Dots-Lines-Spirals/dp/B08GFSZGPM/ref=sr_1_1166?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1166
The Secrets of the Immortal Nicholas Flamel Boxed Set (3-Book),"
Nicholas Flamel appeared in J.K. Rowling’s Harry Potter—but did you know he really lived? And he might still be alive today! Discover the truth in Michael Scott’s New York Times bestselling series the Secrets of the Immortal Nicholas Flamel with the first three books: The Alchemyst, The Magician, and The Sorceress.   The truth: Nicholas Flamel was born in Paris on September 28, 1330.    The legend: Nicholas Flamel discovered the secret of eternal life.     The records show that he died in 1418.   But his tomb is empty.   Nicholas Flamel lives. But only because he has been making the elixir of life for centuries.    The secret of eternal life is hidden within the book he protects—the Book of Abraham the Mage. It's the most powerful book that has ever existed. In the wrong hands, it will destroy the world. That's exactly what Dr. John Dee plans to do when he steals it.    Humankind won't know what's happening until it's too late. And if the prophecy is right, Sophie and Josh Newman are the only ones with the power to save the world as we know it.    Sometimes legends are true. And Sophie and Josh Newman are about to find themselves in the middle of the greatest legend of all time. “[A] A riveting fantasy…While there is plenty here to send readers rushing to their encyclopedias…those who read the book at face value will simply be caught up in the enthralling story. A fabulous read.”—SLJ, Starred   Read the whole series! The Alchemyst The Magician The Sorceress The Necromancer The Warlock The Enchantress

",Ages: 12 years and up,4.8,681,$19.38,https://www.amazon.com/Secrets-Immortal-Nicholas-Flamel-First/dp/0375873112/ref=sr_1_1167?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1167
"I Love You, Stinky Face","
This award-winning book has delighted parents and children everywhere, and it now is available for the first time as a board book.

",Ages: 4 - 5 years,4.9,3.733,$6.99,https://www.amazon.com/I-Love-You-Stinky-Face/dp/0439635721/ref=sr_1_1168?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1168
Encyclopedia Brown Box Set (4 Books),"
Perfect for aspiring sleuths--master crime-solver Encyclopedia Brown lets you crack the cases along with him!A set of the first four books in the classic mystery series starring everyone's favorite boy detective Encyclopedia Brown! Whether Encyclopedia is solving cases for his neighborhood friends or his chief-of-police dad, he always has an intriguing mystery to crack. Set includes: Encyclopedia Brown: Boy Detective; Encyclopedia Brown and the Case of the Secret Pitch; Encyclopedia Brown Finds the Clues; and Encyclopedia Brown Gets His Man

",Ages: 8 - 12 years,4.8,1.154,$18.08,https://www.amazon.com/Encyclopedia-Brown-Box-Set-Books/dp/0142409855/ref=sr_1_1169?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1169
Find Your Calm: A Mindful Approach To Relieve Anxiety And Grow Your Bravery,"
“Anxiety can feel big and powerful. It can show up suddenly, without warning.”For many kids, it can be overwhelming.Anxiety is not just a cognitive experience. When children feel anxious, their bodies respond physically to a perceived threat. They need to feel a sense of safety before being able to figure out what to do next.Your child can follow along and learn as the young narrator practices strategies that keep the anxiety from taking over.Find Your Calm is a wonderfully accessible book that teaches children how to tap into their sense of safety when anxiety sends a false alarm, so they can find their calm. It includes simple grounding activities and coping tools for them to practice.Parents and educators can find free downloadable resources to accompany this book at gabigarciabooks.com.(Available in Spanish as: Encuentra tu Calma.)

",,4.7,499,$12.95,https://www.amazon.com/Find-Your-Calm-Mindful-Approach/dp/1949633128/ref=sr_1_1170?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1170
A is for Activist,"
One of NPR's Top 100 Book for Young Readers “Reading it is almost like reading Howard Zinn's A People's History of the United States, but for two-year olds—full of pictures and rhymes and a little cat to find on every page that will delight the curious toddler and parents alike.”—Occupy Wall StreetA is for Activist is an ABC board book written and illustrated for the next generation of progressives: families who want their kids to grow up in a space that is unapologetic about activism, environmental justice, civil rights, LGBTQ rights, and everything else that activists believe in and fight for. The alliteration, rhyming, and vibrant illustrations make the book exciting for children, while the issues it brings up resonate with their parents' values of community, equality, and justice. This engaging little book carries huge messages as it inspires hope for the future, and calls children to action while teaching them a love for books.

",Ages: 3 - 7 years,4.6,1.72,$8.99,https://www.amazon.com/Activist-Innosanto-Nagara/dp/1609805399/ref=sr_1_1171?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1171
I Am Love: A Book of Compassion (I Am Books),"
Celebrate kindness, compassion, self-care, and love in all its forms in this instant New York Times bestseller!   Love means showing kindness, living with gratitude, and taking care of our minds and bodies. Letting our hearts lead the way can help move us closer to a better world.   From the bestselling team that created I Am Yoga, I Am Peace, I Am Human, and I Am One comes a celebration of love in all its forms. Grounded in mindfulness and wellness, I Am Love asks readers to look inward when they feel afraid, angry, hurt, or sad. When a storm is brewing inside us and the skies grow dark, the transformative power of love lets the light back in.   Includes heart-opening yoga poses and a guided meditation.

",Ages: 3 - 7 years,4.9,942,$10.91,https://www.amazon.com/I-Am-Love-Book-Compassion/dp/1419737260/ref=sr_1_1172?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1172
The Star Wars Little Golden Book Library (Star Wars): The Phantom Menace; Attack of the Clones; Revenge of the Sith; A New Hope; The Empire Strikes Back; Return of the Jedi,"
The first six episodes of the epic Star Wars space saga—The Phantom Menace, Attack of the Clones, Revenge of the Sith, A New Hope, The Empire Strikes Back, and Return of the Jedi—are retold in this Little Golden Book library! Featuring stunning retro illustrations, this boxed set of six Little Golden Books is perfect for Star Wars fans of all ages!

",Ages: 2 - 5 years,4.8,1.451,$16.00,https://www.amazon.com/Star-Wars-Little-Golden-Library/dp/0736434704/ref=sr_1_1173?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1173
Right Now: I Am Brave,"
In the second book of her ""Right Now"" series, Dr. Daniela Owen, Ph.D. explains the choice that we all have when we face our fears, and provides simple examples of how to overcome our anxieties in such situations.  ""Right Now, I Am Brave"" is a mindfully written self-help guide to aid children with facing their fears and living bravely during uncertain times.  Dr. Daniela Owen, Ph.D. is a clinical child psychologist in the San Francisco Bay Area. She works primarily with children, adolescents, and their families and specializes in using evidence-based treatments to help with managing anxiety, worry, anger, and low mood. Through her children's books, Daniela brings to life concepts and strategies that can be helpful for children everywhere.

",Ages: 4 - 10 years,4.7,106,$14.95,https://www.amazon.com/Right-Now-I-Am-Brave/dp/1953177271/ref=sr_1_1174?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1174
"School Zone - Big Science Workbook - Ages 7 to 9, 2nd Grade, 3rd Grade, Weather, Seeds, Plants, Insects, Mammals, Ocean Life, Birds, and More (School Zone Big Workbook Series)","
Find our complete line of educational resources at Amazon.com/SchoolZonePublishing. BOOK FEATURES  306 activity pages + 14 answer key pages For ages 7 to 9 7.75"" x 10.75"" pages with durable glossy cover  2nd and 3rd graders will learn about weather, reptiles, insects, plants, and more   Hands-on projects and experiments, fun facts, and riddles add to the fun   Each activity offers practice in vocabulary and reading comprehension   Perforated pages are easy to tear out for individual worksheetsAMAZING - Plant a seed of interest in science and watch it grow! Your budding scientist is sure to enjoy learning about weather, plants, insects, reptiles, birds, mammals, and more through informative activities and hands-on experiments such as ""condensation on a can"" or a model for air pressure. They can make their very own rainbow on a sunny day or be a ""flake detective"" on the next snowy day. Build a pinecone bird feeder, separate fact from superstition, power through themed mazes, or break the ""spider code."" Develop vocabulary and reading comprehension skills, and also find suggestions for subject-related storybooks and informational books. Fun facts and the occasional riddle add to the joy. What a great STEM friend! WORKBOOKS FOR KIDS - Writing in workbook pages, as opposed to typing on a computer, can help kids to focus and to learn. Writing by hand fires up specific areas of a child's brain, improving a child's ability to not only remember what he or she learns but to think of new ideas. RESULTS - Our learning materials have helped educate three generations of kids, creating lifelong learners, and the legacy continues. Digital content, flash cards, workbooks, readers, toys, and games all are crafted through a child's eyes while integrating parent and teacher standards. PREPARATION - Let us help you prepare your young child for the next grade level with our workbooks, flash cards, books and a Little Scholar Tablet. Keep kids ""classroom ready"" with these great supplemental learning tools and more! AWARD WINNING - School Zone content has won The Parents' Choice Foundation Award, Tillywig Toy Awards, Brainchild Award, Family Choice Award, Mom's Choice Awards Honoring Excellence, Gold Star Toy Scholastic Parent and Child Award and many more. School Zone Publishing - Nourishing Young Minds OUR STORY - Almost 40 years ago, long-time educators James Hoffman, Ed.D., and his wife Joan Hoffman, M.A., began a retail supply outlet for teachers, then soon identified a need for at-home learning materials to help parents support and supplement their children's classroom instruction. School Zone Publishing fast emerged as the market leader in workbooks and flashcards for preschoolers through sixth graders. School Zone remains family-owned, focused on excellence, responsive to customers, alert to emerging technology, and committed to the community. We continually update our products with new features and content, reflective of changing standards, evolving teaching methods, and overall best practices. As just one example, we update our workbook curriculum on an as-needed basis to address changing standards such as those presented by the National Council of Teachers of Mathematics (NCTM) and Common Core.

",Ages: 7 - 9 years,4.7,856,$11.69,https://www.amazon.com/School-Zone-Science-Workbook-Weather/dp/1681473682/ref=sr_1_1175?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1175
Look Both Ways: A Tale Told in Ten Blocks,"
A National Book Award Finalist! Coretta Scott King Author Honor Book An NPR Favorite Book of 2019 A New York Times Best Children’s Book of 2019 A Time Best Children’s Book of 2019 A Today Show Best Kids’ Book of 2019 A Washington Post Best Children’s Book of 2019 A School Library Journal Best Middle Grade Book of 2019 A Publishers Weekly Best Book of 2019 A Kirkus Reviews Best Middle Grade Book of 2019 “As innovative as it is emotionally arresting.” —Entertainment Weekly  From National Book Award finalist and #1 New York Times bestselling author Jason Reynolds comes a novel told in ten blocks, showing all the different directions kids’ walks home can take.This story was going to begin like all the best stories. With a school bus falling from the sky. But no one saw it happen. They were all too busy— Talking about boogers. Stealing pocket change. Skateboarding. Wiping out. Braving up. Executing complicated handshakes. Planning an escape. Making jokes. Lotioning up. Finding comfort. But mostly, too busy walking home. Jason Reynolds conjures ten tales (one per block) about what happens after the dismissal bell rings, and brilliantly weaves them into one wickedly funny, piercingly poignant look at the detours we face on the walk home, and in life.

",Ages: 10 years and up,4.7,1.266,$7.99,https://www.amazon.com/Look-Both-Ways-Tale-Blocks/dp/1481438298/ref=sr_1_1176?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1176
Dawn and the Impossible Three (The Baby-sitters Club Graphic Novel #5): A Graphix Book (The Baby-Sitters Club Graphix),"
Dawn Schafer is the newest member of The Baby-sitters Club. While she's still adjusting to life in Stoneybrook after moving from sunny California, she's eager to accept her first big job. But taking care of the three Barrett kids would be too much for any baby-sitter. The house is always a mess, the kids are out of control, and Mrs. Barrett never does any of the things she promises. On top of all that, Dawn wants to fit in with the other members of the BSC, but she can't figure out how to get along with Kristy. Was joining The Baby-sitters Club a mistake?

",Ages: 8 - 12 years,4.8,2.29,$6.99,https://www.amazon.com/Impossible-Three-Baby-sitters-Graphic-Novel/dp/1338067117/ref=sr_1_1177?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1177
National Geographic Readers: Penguins!,"
They waddled into stardom in National Geographic's March of the Penguins film. These guys are now nature's ROCK STARS! If you're age 5, you're probably as tall as an Emperor. But why do they throw up so much? March this way, and find out all! National Geographic supports K-12 educators with ELA Common Core Resources. Visit www.natgeoed.org/commoncore for more information.

",Ages: 5 - 8 years,4.9,854,$4.99,https://www.amazon.com/National-Geographic-Readers-Anne-Schreiber/dp/1426304269/ref=sr_1_1178?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1178
Making Faces: A First Book of Emotions,"
An interactive photographic board book about emotions from the creators of Baby Loves and Baby Up, Baby Down   This bold, beautiful board book introduces five essential expressions: happy, sad, angry, surprised, and silly. Each expression is introduced with a large image of a baby’s face. Readers are asked to mimic the face, then pick it out from a group of other babies. The very last spread includes all of the expressions from the previous pages, and a mirror so readers can watch themselves make any face they please!  

",Ages: 0 - 3 years,4.7,1.25,$7.16,https://www.amazon.com/Making-Faces-First-Book-Emotions/dp/1419723839/ref=sr_1_1179?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1179
"Tyndale NLT Girls Life Application Study Bible, Pink (Hardcover), NLT Bible with Over 800 Notes and Features, Foundations for Your Faith Sections","
The Girls Life Application Study Bible is the only Bible for tween girls based on the #1–selling Life Application Study Bible.  This New Living Translation Bible includes over 800 Life Application notes plus other features and Foundations for Your Faith sections all intended to help girls grow in their Christian faith. The eight full-color and fun sections are designed to help girls learn more about the Bible, understand the Bible’s big story, meet Jesus, know what it means to follow him, learn how to share their faith with others, and gain practical faith and relationship skills that will help them live out what they believe.  As a 2017 ECPA Christian Book Award Finalist (Bibles category), the Girls Life Application Study Bible is one-of-a-kind discipleship resource and study bible that highlights God’s Word for girls and helps them establish healthy relationships with those around them.  Features:  More than 800 Life Application notes and features Easy to read Bible with interactive journaling section New 8 full-color and fun Foundations for Your Faith sections Binding: Hardcover Trim measures: 5.375 x 8.375 in. Age range: 10-14 years Publisher: Tyndale House Publishers, Inc.

",Ages: 10 years and up,4.9,918,$21.99,https://www.amazon.com/Girls-Life-Application-Study-Bible/dp/141439781X/ref=sr_1_1180?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1180
